color	ID	t_length	mean_size	N	length_%
blue	IRIS_313-10890	204504076	292775.3253361	8485	54.849495073390486
blue	IRIS_313-10893	199741392	269827.2097692	8958	53.571965281628245
blue	IRIS_313-10895	205927140	308590.4791130999	8129	55.23108107576407
blue	IRIS_313-10922	205109163	276929.2782833	8934	55.01193700339093
blue	IRIS_313-10923	210106801	305048.6540873	8336	56.35204348183548
blue	IRIS_313-11073	213000504	294335.4475341	8820	57.12828950181951
blue	IRIS_313-11077	213255924	301999.7610482	8607	57.19668762571338
blue	IRIS_313-11094	198938047	301842.8637831	7957	53.35658153604969
blue	IRIS_313-11494	203410236	290543.12842890003	8425	54.555765197869874
blue	IRIS_313-11623	205297168	289742.4055443	8600	55.062287181693115
blue	IRIS_313-11691	206120126	300111.67697210005	8459	55.28325019201946
blue	IRIS_313-11831	207843601	249802.1076986	10025	55.74566642349704
blue	IRIS_313-11832	203495991	288844.530149	8501	54.579228183764585
blue	IRIS_313-11834	202638683	284807.63169049995	8624	54.35005861672071
blue	IRIS_313-11846	188314901	185281.05847050002	12288	50.508601893136294
blue	IRIS_313-11892	207176305	300045.51512140007	8395	55.56616478709068
blue	IRIS_313-11897	208400075	312009.0181128	8084	55.89500748869454
blue	IRIS_313-11900	214995491	320448.7206525	8156	57.663857110192275
blue	IRIS_313-11922	212947937	307917.860426	8441	57.113298823013444
blue	IRIS_313-11924	216957625	317813.6682124	8304	58.189655218656455
blue	IRIS_313-12071	213330497	313174.3961658	8241	57.21662262363054
blue	IRIS_313-12129	209395647	297835.07411179994	8534	56.161429100881165
blue	IRIS_313-12134	204797843	288994.3475719	8640	54.92928646207291
blue	IRIS_313-12200	210276751	301474.7205548	8423	56.397672397659534
blue	IRIS_313-12226	213340190	306115.9100307	8433	57.22002652046898
blue	IRIS_313-12227	206328229	286054.4146434	8794	55.33958149115132
blue	IRIS_313-12228	214792670	309483.50252420007	8413	57.60878752164168
blue	IRIS_313-12242	210071062	290474.51675610006	8789	56.34260674077962
blue	IRIS_313-12252	204238396	291055.26557020005	8556	54.77923152610087
blue	IRIS_313-12258	214456642	292912.6132165	8885	57.51884158446919
blue	IRIS_313-12262	211518866	300436.939553	8489	56.730861839586474
blue	IRIS_313-12265	211025868	297913.7908843	8613	56.59862261311026
blue	IRIS_313-12289	205185555	314283.389678	7912	55.03208957428177
blue	IRIS_313-12299	197457173	278633.9059615	8542	52.959655976272956
blue	IRIS_313-12307	216523986	324207.28053630004	8157	58.07299799170684
blue	IRIS_313-12312	210645717	306766.3430558	8337	56.49658191813961
blue	IRIS_313-12313	203172513	280402.53177149995	8803	54.49204879464043
blue	IRIS_313-12321	206993938	304773.1446970999	8307	55.517192499073985
blue	IRIS_313-12322	211762353	306174.5729883	8383	56.79563682613813
blue	IRIS_313-12323	214241070	315243.18552460003	8265	57.46158981858881
blue	IRIS_313-12330	209336249	301286.01290360006	8366	56.14618616428474
blue	IRIS_313-12336	210423924	306454.7674077	8312	56.437087841031584
blue	IRIS_313-12337	214602097	289909.6321441	8977	57.55790400654697
blue	IRIS_313-12340	213078565	312665.65326379996	8284	57.149032594975004
blue	IRIS_313-12341	213053601	300260.41618899995	8585	57.14244467896873
blue	IRIS_313-12342	208358713	297490.60359159997	8453	55.88326013549264
blue	IRIS_313-12346	211286894	311382.29709390004	8224	56.66852857440651
blue	IRIS_313-12348	214569167	283742.8905111	9214	57.546446541674044
blue	IRIS_313-12349	212799280	305440.2971395	8465	57.074189181826554
blue	IRIS_313-12350	210067666	297127.02101799997	8526	56.341653143728465
blue	IRIS_313-12351	213911746	317340.2866028	8209	57.37247798206644
blue	IRIS_313-12352	208849680	294206.6409848	8607	56.01499213991921
blue	IRIS_313-12353	214780346	289663.23195880005	8979	57.6052340163267
blue	IRIS_313-8486	204407964	284221.5026089	8867	54.823502743855
blue	IRIS_313-8519	201901732	279412.17611570004	8828	54.15133616779576
blue	IRIS_313-8565	199618419	259450.7366462	9337	53.538298168054425
blue	IRIS_313-8578	210426254	303394.7704796	8319	56.43851821198776
blue	IRIS_313-8580	206445087	280577.06504049996	8862	55.370252133296674
blue	IRIS_313-8599	207525838	303296.59155300003	8273	55.659861725664385
blue	IRIS_313-8637	202351991	272392.1106214	9146	54.27222340391252
blue	IRIS_313-8815	200181660	278587.42609240004	8836	53.69005009346344
blue	IRIS_313-8857	203748386	284699.39566639997	8855	54.64660768659184
blue	IRIS_313-8884	203841718	291569.56979080004	8454	54.671936853200656
blue	IRIS_313-8999	199512302	282079.7345287	8503	53.510383473416354
blue	IRIS_313-9048	201650584	267087.8754696	9281	54.084156973563516
blue	IRIS_313-9123	198062647	258598.6353661	9298	53.12245591567623
blue	IRIS_313-9529	199286033	268670.1624499	9087	53.449923573724064
green	B134	32573440	92517.88817883999	4049	8.736587552592653
green	B241	35438203	107108.98639668999	3802	9.504768689577741
green	B245	36127761	106451.29550724	3902	9.68966146164602
green	B266	33139305	99277.50748546999	3851	8.887920208640177
green	IRIS_313-10656	32791000	105103.79900983999	3628	8.79479437861397
green	IRIS_313-10679	33968126	106299.08211545	3696	9.110493184559417
green	IRIS_313-10848	35617363	101569.38796914999	4062	9.552840612954881
green	IRIS_313-10865	31758143	86884.75259055	4261	8.517568916760453
green	IRIS_313-10866	37059572	105665.67125513002	4055	9.939243620028154
green	IRIS_313-10867	31850536	101280.55414044001	3613	8.542552112325165
green	IRIS_313-10870	39277499	110600.53323079001	4098	10.53444700828778
green	IRIS_313-10874	36544156	105481.37498970001	3993	9.801237812414362
green	IRIS_313-10884	35486837	108539.03797338	3873	9.517824021091984
green	IRIS_313-10886	33480732	105268.14136164001	3661	8.979798172934789
green	IRIS_313-10888	33986012	107897.66429644001	3619	9.115291975081998
green	IRIS_313-10889	40326959	111411.31091125999	4180	10.81615070434597
green	IRIS_313-10890	38273214	111795.61742632999	4003	10.265157075577406
green	IRIS_313-10893	37955935	104962.17003951	4128	10.180033350582328
green	IRIS_313-10895	36862170	112423.85151325	3812	9.886688563239394
green	IRIS_313-10922	33809424	103461.95116494999	3767	9.06796106036927
green	IRIS_313-10923	33360481	106384.10661016	3597	8.947503207604148
green	IRIS_313-11073	34197137	107613.21180748	3667	9.17192169023874
green	IRIS_313-11077	34484393	103508.23929382	3830	9.248948481184218
green	IRIS_313-11094	34834123	108852.79373906	3689	9.34275646169525
green	IRIS_313-11494	36023751	112324.44509650001	3745	9.66177189383198
green	IRIS_313-11623	35394549	106079.60611908001	3856	9.493091603214463
green	IRIS_313-11691	36095345	101533.55444395	4139	9.681092415023357
green	IRIS_313-11831	31177274	91143.08618242	3914	8.362046789200727
green	IRIS_313-11832	35139817	107393.14098987	3799	9.424775795110037
green	IRIS_313-11834	33472423	106280.65190304001	3620	8.977694313645289
green	IRIS_313-11846	27946248	80795.60843380001	3995	7.495561461909253
green	IRIS_313-11892	34075637	106647.19824313	3646	9.139329233461734
green	IRIS_313-11897	33974842	107826.79245121	3629	9.112396183241362
green	IRIS_313-11900	32656191	105401.82821806	3544	8.758704300394593
green	IRIS_313-11922	34193780	109103.63643269999	3605	9.170878114815364
green	IRIS_313-11924	32964755	105899.85488754	3561	8.841393464818218
green	IRIS_313-12071	33367065	108690.17278349999	3556	8.949263199640653
green	IRIS_313-12129	34311298	103701.65477459999	3828	9.202538627683152
green	IRIS_313-12134	34435533	101541.53451752	3866	9.236031146241931
green	IRIS_313-12200	33036388	105634.87808394998	3581	8.860586720906538
green	IRIS_313-12226	33928311	104081.94927450002	3726	9.099920906673606
green	IRIS_313-12227	33323028	99455.98392264	3875	8.937615722654787
green	IRIS_313-12228	33060414	106930.85293411001	3576	8.867017508109136
green	IRIS_313-12242	35926099	106457.35624044001	3867	9.635644473903387
green	IRIS_313-12252	34544396	102810.74556724001	3839	9.265228788877252
green	IRIS_313-12258	33061613	103221.31528340999	3681	8.867366675796532
green	IRIS_313-12262	33342314	104251.45612362	3672	8.942645375879192
green	IRIS_313-12265	35517581	103769.55257794999	3884	9.526065132212015
green	IRIS_313-12289	35585396	109407.19617948	3765	9.544232780949361
green	IRIS_313-12299	33797957	101330.69944368	3837	9.064893152404581
green	IRIS_313-12307	33316187	110414.12760380999	3500	8.935595988623309
green	IRIS_313-12312	36695542	110723.33238948	3823	9.841988359219915
green	IRIS_313-12313	34889088	105349.10016236	3819	9.3574561717239
green	IRIS_313-12321	33719406	104662.68577498	3685	9.043775735386175
green	IRIS_313-12322	34214390	102934.37124302	3792	9.176456726790583
green	IRIS_313-12323	35072489	104826.93178501	3813	9.406791036074308
green	IRIS_313-12330	32518739	105725.86829411998	3531	8.721868202204133
green	IRIS_313-12336	34103744	105952.84914314999	3700	9.146849651164445
green	IRIS_313-12337	32439536	101246.36964185	3681	8.700528677056333
green	IRIS_313-12340	32738771	104678.39543586002	3593	8.780747566037073
green	IRIS_313-12341	32337745	99984.28384015	3677	8.673206160477417
green	IRIS_313-12342	34017353	105743.82838236999	3721	9.123691346758706
green	IRIS_313-12346	31513724	103781.48475459001	3487	8.4521871431361
green	IRIS_313-12348	32857970	101685.01401314	3738	8.812353799522974
green	IRIS_313-12349	33775079	107607.71321721	3622	9.058701930181048
green	IRIS_313-12350	32878834	105237.80297661	3590	8.818338853720716
green	IRIS_313-12351	31682913	101480.10501494	3570	8.497556877966982
green	IRIS_313-12352	33756382	104223.79754693001	3713	9.053705384667623
green	IRIS_313-12353	32508192	99977.13095508999	3737	8.71887042964201
green	IRIS_313-8486	35558437	97671.35994649	4230	9.536996652619148
green	IRIS_313-8519	35936079	97420.1424867	4303	9.638286285139277
green	IRIS_313-8565	30288162	95702.75377140999	3688	8.123381881500302
green	IRIS_313-8578	33597036	106292.60720270002	3604	9.011075814497978
green	IRIS_313-8580	32090095	103073.56097877999	3696	8.606824589298379
green	IRIS_313-8599	37059768	108335.10383365999	3913	9.93968549817494
green	IRIS_313-8637	35597099	95678.92600841001	4327	9.547391651111509
green	IRIS_313-8815	35633204	97816.36627595	4266	9.557061859466057
green	IRIS_313-8857	36531964	99271.63195309001	4320	9.798104141687269
green	IRIS_313-8884	33979795	106699.07976852	3653	9.113645748044094
green	IRIS_313-8999	34062705	101414.2095882	3892	9.135819638289053
green	IRIS_313-9048	35513932	96115.10423712998	4311	9.525095513913614
green	IRIS_313-9123	32840754	99566.65057627	3793	8.80823079478771
green	IRIS_313-9529	35921133	97059.80037134001	4299	9.634301935909265
orange	B134	1788948	47834.92524873	481	0.4798173244531594
orange	B241	1418818	45408.78011000001	357	0.3805367022309035
orange	B245	957915	40204.44221811	292	0.2569179988494899
orange	B266	1341845	43500.54432339001	363	0.3598811529802082
orange	IRIS_313-10656	2993731	51945.2144595	519	0.8029413122467256
orange	IRIS_313-10679	1468617	51019.28380479	384	0.3938935332855306
orange	IRIS_313-10848	4475431	60006.760628	851	1.2003437485609834
orange	IRIS_313-10865	3486079	49553.72580426	801	0.9349702258022886
orange	IRIS_313-10866	2863819	56006.340950210004	538	0.7680659324577578
orange	IRIS_313-10867	1910979	37367.44705469	550	0.512538868829681
orange	IRIS_313-10870	2524114	49422.83672220001	572	0.6769816269584095
orange	IRIS_313-10874	2784143	50897.21745152	599	0.7467144034402863
orange	IRIS_313-10884	3925019	49375.24501825	886	1.0527182268017414
orange	IRIS_313-10886	2878772	44865.430848640004	659	0.7721095090124024
orange	IRIS_313-10888	2580423	46929.305756969996	546	0.6920879408921828
orange	IRIS_313-10889	1971650	46390.26583483	465	0.5288190348353253
orange	IRIS_313-10890	1549510	47292.49266567	390	0.41558996169430523
orange	IRIS_313-10893	2462386	53191.28014394	552	0.6604282466498853
orange	IRIS_313-10895	2106941	55606.48560502	422	0.5650961266827258
orange	IRIS_313-10922	1426740	40214.61443527001	418	0.3826632113954752
orange	IRIS_313-10923	1369126	42680.32633631	331	0.3672087125067003
orange	IRIS_313-11073	1468657	45295.477634920004	355	0.39390452463377146
orange	IRIS_313-11077	1629617	56062.426890899995	324	0.4370743506218011
orange	IRIS_313-11094	6638607	63254.069127030016	727	1.7805210266354436
orange	IRIS_313-11494	2271615	50164.6586112	521	0.6092598730378503
orange	IRIS_313-11623	1706415	45997.35358243	395	0.4576736917342613
orange	IRIS_313-11691	1840782	43224.61663504	484	0.4937140968707053
orange	IRIS_313-11831	1180542	38853.9127681	372	0.3166327960750066
orange	IRIS_313-11832	2813013	49186.401692249994	605	0.7544722510572514
orange	IRIS_313-11834	2823112	51875.28589346999	603	0.7571915707800353
orange	IRIS_313-11846	3423631	43456.07369736	904	0.9182641112824105
orange	IRIS_313-11892	2158709	52193.15850353001	448	0.5789811726846646
orange	IRIS_313-11897	1475267	44996.911115209994	347	0.3956815275273962
orange	IRIS_313-11900	1384570	43374.24003785	355	0.37135498176126364
orange	IRIS_313-11922	1388366	43121.877929070004	345	0.3723640780502696
orange	IRIS_313-11924	1006799	37485.804345849996	315	0.2700310103619917
orange	IRIS_313-12071	1370979	38277.359629520004	350	0.36770545782735586
orange	IRIS_313-12129	2373295	49702.40098974	418	0.6365349079008111
orange	IRIS_313-12134	2031589	53914.367213620004	410	0.544897019028644
orange	IRIS_313-12200	1375856	35911.05167243999	365	0.3690140521257828
orange	IRIS_313-12226	1210193	39696.469974930005	330	0.324586171761101
orange	IRIS_313-12227	2315533	62653.80087858	403	0.621052328951799
orange	IRIS_313-12228	1247227	46279.53213233999	329	0.3345143725540289
orange	IRIS_313-12242	1278483	43522.67970123	297	0.3428985611248643
orange	IRIS_313-12252	2234970	54095.09130495999	457	0.5994462426344636
orange	IRIS_313-12258	1315977	38287.535578970004	401	0.35295466666779673
orange	IRIS_313-12262	1157080	38748.26793194	333	0.3103370723316412
orange	IRIS_313-12265	1346212	43757.25812169001	362	0.36106353058687757
orange	IRIS_313-12289	1577008	44508.787338129994	346	0.4229637194263453
orange	IRIS_313-12299	6601998	58467.27408679	782	1.7707107699553772
orange	IRIS_313-12307	911719	39398.8055385	283	0.2445283621187399
orange	IRIS_313-12312	1441673	45893.7499333	344	0.38666628452583296
orange	IRIS_313-12313	1587948	45938.53906929001	413	0.42589688251457364
orange	IRIS_313-12321	2093312	45633.2331587	493	0.5614406218244979
orange	IRIS_313-12322	1200659	42453.22276781	327	0.3220222648169865
orange	IRIS_313-12323	1308125	58529.47511276	272	0.3508521600524189
orange	IRIS_313-12330	2774314	65464.24015831001	483	0.7441002266271689
orange	IRIS_313-12336	1566686	45517.996830079996	375	0.42019554488164756
orange	IRIS_313-12337	1223317	41946.28951445	369	0.32810286311217646
orange	IRIS_313-12340	995563	38202.354950969995	293	0.2670163577333604
orange	IRIS_313-12341	1881065	61788.9406394	337	0.5045146019383371
orange	IRIS_313-12342	1361821	44259.80101487001	379	0.36524989094637345
orange	IRIS_313-12346	1212210	44820.02293178	324	0.3251226601077363
orange	IRIS_313-12348	1275947	41460.27418473	372	0.3422030147766262
orange	IRIS_313-12349	1089657	38298.06718645	317	0.29225329033679803
orange	IRIS_313-12350	1737241	44148.007451440004	439	0.46594048343005806
orange	IRIS_313-12351	1136122	45536.45556056	293	0.3047150782918731
orange	IRIS_313-12352	1486471	46108.8165713	373	0.3986822550133562
orange	IRIS_313-12353	910609	37100.06719513	279	0.2442301892109497
orange	IRIS_313-8486	1965085	40250.52511644	554	0.5270481676996123
orange	IRIS_313-8519	2317649	47333.53398231	538	0.621608288719166
orange	IRIS_313-8565	7102205	71385.94248398	712	1.9048340871823406
orange	IRIS_313-8578	1547271	42478.47408970999	346	0.41499423599671414
orange	IRIS_313-8580	1759622	42640.28695047	462	0.4719449380710899
orange	IRIS_313-8599	1486793	36885.67824745	375	0.39876814179970077
orange	IRIS_313-8637	2190751	46021.81311697	554	0.5875747854358635
orange	IRIS_313-8815	2651003	49481.65788522	631	0.7110166029591416
orange	IRIS_313-8857	1997319	43610.096638090006	540	0.535693607005927
orange	IRIS_313-8884	2568076	51737.96901073	562	0.6887779905103631
orange	IRIS_313-8999	2228940	43147.15968646	550	0.5978149364405442
orange	IRIS_313-9048	2306022	44490.715709699994	614	0.6184919148683987
orange	IRIS_313-9123	4803996	54422.568319000005	927	1.2884815465941184
orange	IRIS_313-9529	2820802	50326.75452923	631	0.7565590475505526
purple	B134	49367966	103059.0649838	5724	13.241080992747994
purple	B241	52917404	110412.47419345	5721	14.192810077670584
purple	B245	48495077	104034.92613764001	5563	13.006642694698304
purple	B266	52327251	109348.41724033	5729	14.034103359303609
purple	IRIS_313-10656	53540345	108220.66933481001	5918	14.359925748987603
purple	IRIS_313-10679	53105478	111546.46907909	5706	14.2432672141457
purple	IRIS_313-10848	51811907	109208.96972761	5770	13.896337284268947
purple	IRIS_313-10865	49658936	98845.91230845999	5962	13.318581307257062
purple	IRIS_313-10866	51155655	105493.78806749	5751	13.719762267818728
purple	IRIS_313-10867	54555229	113024.07179618	5765	14.632120688089303
purple	IRIS_313-10870	53239703	109481.00998168	5741	14.27918895728264
purple	IRIS_313-10874	53225475	111885.353993	5729	14.275211011952646
purple	IRIS_313-10884	52538050	106765.23562138001	5922	14.091081555432277
purple	IRIS_313-10886	53830725	113757.85770611	5727	14.437827882698473
purple	IRIS_313-10888	55855835	115349.61342163	5747	14.980935231147575
purple	IRIS_313-10889	52514244	110832.85454136001	5731	14.084919649626848
purple	IRIS_313-10890	51431482	109585.00801826	5621	13.794301188286202
purple	IRIS_313-10893	51509809	109964.0587281	5655	13.815272196617624
purple	IRIS_313-10895	51640604	108646.45413563997	5607	13.850366621541124
purple	IRIS_313-10922	55212459	111920.34607924001	5879	14.808428213956997
purple	IRIS_313-10923	52968600	110089.56315157999	5756	14.20653132676058
purple	IRIS_313-11073	50085923	106641.70846935001	5603	13.433410040709765
purple	IRIS_313-11077	49956804	108062.8939994	5467	13.39875422718381
purple	IRIS_313-11094	53174547	110942.85372856	5756	14.261787000693769
purple	IRIS_313-11494	53198347	111420.64152572001	5751	14.268094786767788
purple	IRIS_313-11623	54723624	110152.45123845	5933	14.677298910966924
purple	IRIS_313-11691	49441533	105229.76473615	5527	13.260658683645413
purple	IRIS_313-11831	52012049	106452.36030276	5829	13.950135195918698
purple	IRIS_313-11832	55083438	108486.78077254999	5999	14.773812088260005
purple	IRIS_313-11834	54870993	109014.30218335	6030	14.717040407865618
purple	IRIS_313-11846	52818512	98970.94860539	6290	14.166638864100523
purple	IRIS_313-11892	53403783	110705.96678699	5739	14.323276044681036
purple	IRIS_313-11897	53900496	111948.40890343	5749	14.456658077327228
purple	IRIS_313-11900	50690896	110259.63405832	5494	13.595785521528065
purple	IRIS_313-11922	51012776	110930.85626833001	5531	13.68178513736646
purple	IRIS_313-11924	50594763	109841.46711162999	5492	13.569893267589176
purple	IRIS_313-12071	51110999	107171.58049292999	5694	13.708301357868011
purple	IRIS_313-12129	52948799	111620.31981297999	5692	14.201251380432506
purple	IRIS_313-12134	55453037	114950.98124971999	5786	14.873182793067446
purple	IRIS_313-12200	53309124	110415.28039871997	5791	14.297874096210519
purple	IRIS_313-12226	51543793	112555.17470085999	5528	13.824573805927345
purple	IRIS_313-12227	54146738	112428.44192467	5771	14.522771966559263
purple	IRIS_313-12228	51868934	110484.74393088	5589	13.91158458889708
purple	IRIS_313-12242	50646978	109666.27247378	5539	13.583892692763733
purple	IRIS_313-12252	55409519	115043.53210004	5778	14.861509537368697
purple	IRIS_313-12258	49804068	105819.6689937	5571	13.357815691034327
purple	IRIS_313-12262	51826807	107865.88455376	5753	13.900317655371285
purple	IRIS_313-12265	49501734	107843.72579463996	5482	13.276713361797754
purple	IRIS_313-12289	54949508	117249.97513808002	5601	14.737812543961551
purple	IRIS_313-12299	52587897	108006.53288820999	5845	14.104511329328497
purple	IRIS_313-12307	50230665	112249.27989531	5359	13.472157803649058
purple	IRIS_313-12312	50191021	109509.93182551999	5486	13.461565560725669
purple	IRIS_313-12313	56365691	113419.20232535001	5996	15.117605915105385
purple	IRIS_313-12321	54775998	115038.1080099	5682	14.691297990064289
purple	IRIS_313-12322	51423868	108928.19304972001	5606	13.792117861116068
purple	IRIS_313-12323	49258877	106130.60775562	5514	13.21172166054958
purple	IRIS_313-12330	52597989	109292.08442514998	5663	14.107334474408209
purple	IRIS_313-12336	52318789	110807.15451378	5606	14.032245166806206
purple	IRIS_313-12337	49854953	106539.66672564	5617	13.371475112029826
purple	IRIS_313-12340	52175645	112157.46741641	5553	13.993841364422762
purple	IRIS_313-12341	50963527	108744.26155549	5567	13.668769307694681
purple	IRIS_313-12342	53254505	112078.77809545999	5692	14.283229692928145
purple	IRIS_313-12346	53676309	109891.29501899001	5803	14.396337570919911
purple	IRIS_313-12348	49511687	105213.97135487999	5605	13.278802770081116
purple	IRIS_313-12349	52805030	111580.94796879002	5674	14.162661978800054
purple	IRIS_313-12350	52733335	107804.7432527	5795	14.143458278257997
purple	IRIS_313-12351	53250072	111469.90937486001	5713	14.28200480100542
purple	IRIS_313-12352	53939495	114504.70585746002	5655	14.46696202003379
purple	IRIS_313-12353	49667381	106864.32069894999	5542	13.321056413062388
purple	IRIS_313-8486	49808135	104679.42130731	5673	13.358855361617907
