"ID","NAME","COUNTRY","REGION","sNMF_K3","Jap_K4","K9_cluster","Initial_subpop","genoIndex"
"IRIS_313-9283","TAK_SUFAID","Pakistan","As1",1,1,"cA_(Aus)","aus",1070
"IRIS_313-9422","CHUNGUR_BALI","Bangladesh","As2c",1,1,"cA_(Aus)","aus",1115
"IRIS_313-9449","JAMBALI","Pakistan","As1",1,1,"cA_(Aus)","aus",1123
"IRIS_313-9610","DANGAR","India","As2a",1,1,"cA_(Aus)","aus",1172
"IRIS_313-9626","KALIA","Bangladesh","As2c",1,1,"cA_(Aus)","aus",1178
"IRIS_313-9661","LENJA_MURALI","Bangladesh","As2c",1,1,"cA_(Aus)","aus",1185
"IRIS_313-10020","HODARAWALA","SriLanka","As2",1,1,"cA_(Aus)","aus",1291
"IRIS_313-10543","DODGUI","India","As2a",1,1,"cA_(Aus)","aus",1495
"IRIS_313-10673","ARC_10843","India","As2e",1,1,"cA_(Aus)","aus",1578
"IRIS_313-10718","KARUTHA_SEENATI","SriLanka","As2",1,1,"cA_(Aus)","aus",1616
"IRIS_313-10845","ARC_5756","India","As2e",1,1,"cA_(Aus)","aus",1739
"IRIS_313-10849","ARC_7001","India","As2e",1,1,"cA_(Aus)","aus",1742
"IRIS_313-10852","ARC_7336","India","As2e",1,1,"cA_(Aus)","aus",1745
"IRIS_313-10869","ARC_11751","India","As2e",1,1,"cA_(Aus)","aus",1761
"IRIS_313-10875","ARC_12021","India","As2e",1,1,"cA_(Aus)","aus",1767
"IRIS_313-10925","KAMULI","Nepal","As2b",1,1,"cA_(Aus)","aus",1816
"IRIS_313-10927","SUGA_PANKHA","Nepal","As2b",1,1,"cA_(Aus)","aus",1818
"IRIS_313-10963","KATAKCHIKON","Bangladesh","As2c",1,1,"cA_(Aus)","aus",1853
"IRIS_313-10965","TILOKCHAN_(SONABETHI)","Bangladesh","As2c",1,1,"cA_(Aus)","aus",1855
"IRIS_313-10976","LAKHSMI_DIGHA","Bangladesh","As2c",1,1,"cA_(Aus)","aus",1866
"IRIS_313-10979","BORA_DIGA","Bangladesh","As2c",1,1,"cA_(Aus)","aus",1869
"IRIS_313-10981","JHUL_DIGA","Bangladesh","As2c",1,1,"cA_(Aus)","aus",1871
"IRIS_313-10987","SUNGA_WALA","Bangladesh","As2c",1,1,"cA_(Aus)","aus",1877
"IRIS_313-11013","BOTESWAR_2","Bangladesh","As2c",1,1,"cA_(Aus)","aus",1902
"IRIS_313-11015","HANPA","Bangladesh","As2c",1,1,"cA_(Aus)","aus",1904
"IRIS_313-11016","KACHILON","Bangladesh","As2c",1,1,"cA_(Aus)","aus",1905
"IRIS_313-11017","LOROI","Bangladesh","As2c",1,1,"cA_(Aus)","aus",1906
"IRIS_313-11018","MADISA","Bangladesh","As2c",1,1,"cA_(Aus)","aus",1907
"IRIS_313-11020","BAMLA_SUFFAID_320","Pakistan","As1",1,1,"cA_(Aus)","aus",1909
"IRIS_313-11024","BEGMI_135","Pakistan","As1",1,1,"cA_(Aus)","aus",1913
"IRIS_313-11027","JHONA_101","Pakistan","As1",1,1,"cA_(Aus)","aus",1916
"IRIS_313-11054","AUS_295","Bangladesh","As2c",1,1,"cA_(Aus)","aus",1943
"IRIS_313-11055","AUS_299","Bangladesh","As2c",1,1,"cA_(Aus)","aus",1944
"IRIS_313-11058","AUS_329","Bangladesh","As2c",1,1,"cA_(Aus)","aus",1947
"IRIS_313-11064","BORO_275","Bangladesh","As2c",1,1,"cA_(Aus)","aus",1953
"IRIS_313-11112","HIJOL_DIGA","Bangladesh","As2c",1,1,"cA_(Aus)","aus",2001
"IRIS_313-11191","RANRUWAN","SriLanka","As2",1,1,"cA_(Aus)","aus",2074
"IRIS_313-11214","SHITTA_AMAN","Bangladesh","As2c",1,1,"cA_(Aus)","aus",2097
"IRIS_313-11265","ARC_14150","India","As2e",1,1,"cA_(Aus)","aus",2147
"IRIS_313-11272","ARC_14756","India","As2e",1,1,"cA_(Aus)","aus",2154
"IRIS_313-11277","ARC_15129","India","As2e",1,1,"cA_(Aus)","aus",2159
"IRIS_313-11291","ARC_7425","India","As2e",1,1,"cA_(Aus)","aus",2173
"IRIS_313-11298","ARC_13544","India","As2e",1,1,"cA_(Aus)","aus",2180
"IRIS_313-11323","JHORA","Bangladesh","As2c",1,1,"cA_(Aus)","aus",2205
"IRIS_313-11324","KALABOKRI","Bangladesh","As2c",1,1,"cA_(Aus)","aus",2206
"IRIS_313-11454","BARI_SUTAR","India","As2a",1,1,"cA_(Aus)","aus",2327
"IRIS_313-11458","KARAHANI","India","As2a",1,1,"cA_(Aus)","aus",2330
"IRIS_313-11462","SALSI","India","As2a",1,1,"cA_(Aus)","aus",2333
"IRIS_313-11483","BOTESHSHORE","Bangladesh","As2c",1,1,"cA_(Aus)","aus",2348
"IRIS_313-11557","GORIA","Bangladesh","As2c",1,1,"cA_(Aus)","aus",2407
"IRIS_313-11618","UPRH_58","India","As2a",1,1,"cA_(Aus)","aus",2452
"IRIS_313-11629","LATIJHABAR","Nepal","As2b",1,1,"cA_(Aus)","aus",2463
"IRIS_313-11636","NCS_271_A","India","As2a",1,1,"cA_(Aus)","aus",2467
"IRIS_313-11742","KALIBAJARI","India","As2a",1,1,"cA_(Aus)","aus",2561
"IRIS_313-11982","PORASHI","Bangladesh","As2c",1,1,"cA_(Aus)","aus",2779
"IRIS_313-12002","LARA_BORO","Bangladesh","As2c",1,1,"cA_(Aus)","aus",2798
"IRIS_313-12141","HATEA","Bangladesh","As2c",1,1,"cA_(Aus)","aus",2886
"B001","HEIBIAO","China","As6",2,5,"GJ-tmp","temp",-1
"B002","SANSUIJIN","China","As6",2,5,"GJ-tmp","temp",0
"B003","ZAOSHENGBAI","China","As6",2,4,"GJ-adm","japx",1
"B004","QIUGUANGTENGXI_104","Japan","As7",2,5,"GJ-tmp","temp",2
"B005","WANSHI","Japan","As7",2,5,"GJ-tmp","temp",3
"B008","BAXIANG","Vietnam","As4",2,5,"GJ-tmp","temp",6
"B045","GONGCHENGXIANG","Japan","As7",2,5,"GJ-tmp","temp",40
"B046","QIUTIANXIAOTING","Japan","As7",2,5,"GJ-tmp","temp",41
"B056","TIEGANWU","China","As6",2,5,"GJ-tmp","temp",50
"B057","XIUSHUI_115","China","As6",2,5,"GJ-tmp","temp",51
"B066","GUANGKEXIANGNUO","China","As6",2,5,"GJ-tmp","temp",60
"B068","GAOYANGDIANDAO_DAHONGMANG","China","As6",2,5,"GJ-tmp","temp",62
"B069","DANDONGLUDAO","China","As6",2,5,"GJ-adm","japx",63
"B070","LAOGUANGTOU_83","China","As6",2,5,"GJ-adm","japx",64
"B071","MUXIQIU","China","As6",2,5,"GJ-tmp","temp",65
"B077","YIZHIXIANG","China","As6",2,5,"GJ-tmp","temp",71
"B100","HONGKEZHENUO","China","As6",2,5,"GJ-tmp","temp",90
"B102","MAGUZI","China","As6",2,5,"GJ-tmp","temp",92
"B103","LAOHONGDAO","China","As6",2,5,"GJ-tmp","temp",93
"B109","LENGSHUIGU_2","China","As6",2,5,"GJ-adm","japx",99
"B110","HUANGPINUO","China","As6",2,5,"GJ-tmp","temp",100
"B111","ZIMANGFEIE","China","As6",2,5,"GJ-tmp","temp",101
"B122","LIAOGENG_287","China","As6",2,5,"GJ-tmp","temp",112
"B134","XISHI_15","China","As6",2,3,"GJ-sbtrp","subtrop",124
"B136","YUYANNUO","China","As6",2,5,"GJ-adm","japx",126
"B148","LENGSHUINUO","China","As6",2,5,"GJ-adm","japx",138
"B154","LIMING_B","China","As6",2,5,"GJ-tmp","temp",144
"B160","SHUIYUAN_300LI","China","As6",2,5,"GJ-tmp","temp",150
"B161","YELICANGHUA","China","As6",2,5,"GJ-tmp","temp",151
"B162","BAIGEDAO","China","As6",2,5,"GJ-tmp","temp",152
"B167","QINGJINZAOSHENG","NorthKorea","As7",2,5,"GJ-tmp","temp",157
"B168","ZHUYUAN","Japan","As7",2,5,"GJ-tmp","temp",158
"B182","CHIMAO","Japan","As7",2,5,"GJ-tmp","temp",167
"B183","QINGNUO_KYOHATAMOCHI","Japan","As7",2,5,"GJ-tmp","temp",168
"B196","TAIDONGLUDAO","China","As6",2,6,"GJ-trp","trop",180
"B204","LONGHUAMAOHU","China","As6",2,5,"GJ-tmp","temp",188
"B205","CUNSANLI","China","As6",2,5,"GJ-adm","japx",189
"B212","CHIKENUO","China","As6",2,5,"GJ-tmp","temp",193
"B215","HONGQI_5","China","As6",2,5,"GJ-tmp","temp",196
"B218","WUZIDUI","China","As6",2,5,"GJ-tmp","temp",199
"B223","CUNGUNUO","China","As6",2,5,"GJ-tmp","temp",203
"B225","GUANTUIBAIHE_1","China","As6",2,5,"GJ-tmp","temp",205
"B226","HEIMANGDAO","China","As6",2,5,"GJ-tmp","temp",206
"B228","HAOBAYONG_1","China","As6",2,3,"GJ-adm","japx",208
"B230","BANJIEMANG2","China","As6",2,5,"GJ-adm","japx",210
"B235","ZHONGHUA_8","China","As6",2,5,"GJ-tmp","temp",215
"B236","JINDAO_1","China","As6",2,5,"GJ-tmp","temp",216
"B240","ZHENGDAO_5","China","As6",2,5,"GJ-tmp","temp",219
"B241","LAMUJIA","China","As6",2,3,"GJ-sbtrp","subtrop",220
"B245","SHANJIUGU","China","As6",2,6,"GJ-sbtrp","subtrop",224
"B250","ANNONGWANGENG_B","China","As6",2,5,"GJ-tmp","temp",229
"B258","XINGGUO","China","As6",2,5,"GJ-tmp","temp",234
"B263","WEIGUO","China","As6",2,5,"GJ-tmp","temp",238
"B266","HAOMAKE_(K)","China","As6",2,3,"GJ-sbtrp","subtrop",241
"B269","YUEFU","China","As6",2,5,"GJ-tmp","temp",244
"CX116","WUDADAOZHONG","NorthKorea","As7",2,5,"GJ-tmp","temp",349
"CX129","MOLOK","Indonesia","As5",2,2,"GJ-trp","trop",361
"CX140","NIPPONBARE","Japan","As7",2,5,"GJ-tmp","temp",369
"CX151","AZUCENA","Philippines","As5",2,4,"GJ-trp","trop",380
"CX212","NONGKEN_58","Japan","As7",2,5,"GJ-tmp","temp",398
"CX248","KINANDANGPATONG","Philippines","As5",2,4,"GJ-trp","trop",423
"CX306","MONGOLIA_RICE","China","As6",2,5,"GJ-tmp","temp",455
"CX315","ZIDAO","NorthKorea","As7",2,5,"GJ-tmp","temp",459
"CX330","YUEGUANG","Japan","As7",2,5,"GJ-tmp","temp",466
"CX383","HONGZA","China","As6",2,5,"GJ-tmp","temp",510
"CX396","GUANDONG_194_(SOFT_RICE)","Japan","As7",2,5,"GJ-tmp","temp",523
"IRIS_313-7876","DINORADO","Philippines","As5",2,4,"GJ-trp","trop",615
"IRIS_313-7883","GANIGI","Indonesia","As5",2,4,"GJ-trp","trop",616
"IRIS_313-7885","GOGO","Indonesia","As5",2,6,"GJ-trp","trop",617
"IRIS_313-8140","SANGHAI","China","As6",2,5,"GJ-tmp","temp",704
"IRIS_313-8162","RPC_12","China","As6",2,5,"GJ-tmp","temp",719
"IRIS_313-8279","SAWAH","Malaysia","As4",2,4,"GJ-trp","trop",759
"IRIS_313-8356","BLICCA","Philippines","As5",2,4,"GJ-trp","trop",783
"IRIS_313-8381","PURAK_SIRIBA","Malaysia","As4",2,4,"GJ-trp","trop",786
"IRIS_313-8400","RIKUTO_NORIN_MOCHI_20","Japan","As7",2,6,"GJ-trp","trop",797
"IRIS_313-8481","DAN_YAN_NUO","China","As6",2,5,"GJ-tmp","temp",821
"IRIS_313-8486","DAGPA_MRAS","Bhutan","As2d",2,3,"GJ-sbtrp","subtrop",823
"IRIS_313-8519","MANDASHERPO","Bhutan","As2d",2,3,"GJ-sbtrp","subtrop",830
"IRIS_313-8565","YAHNG_LEU","Thailand","As4",2,3,"GJ-sbtrp","subtrop",837
"IRIS_313-8572","ONOY","Philippines","As5",2,4,"GJ-trp","trop",841
"IRIS_313-8578","KHAU_TRA_BONG","Vietnam","As4",2,3,"GJ-sbtrp","subtrop",842
"IRIS_313-8580","DAM","Thailand","As4",2,3,"GJ-sbtrp","subtrop",843
"IRIS_313-8599","BUE_GA_WA","Thailand","As4",2,3,"GJ-sbtrp","subtrop",849
"IRIS_313-8626","BANJANG","Malaysia","As4",2,4,"GJ-trp","trop",857
"IRIS_313-8637","BALINGMI","Bhutan","As2d",2,3,"GJ-sbtrp","subtrop",861
"IRIS_313-8690","NEP_HOA_VANG","Vietnam","As4",2,5,"GJ-adm","japx",881
"IRIS_313-8735","NEP_NGAU","Vietnam","As4",2,5,"GJ-adm","japx",899
"IRIS_313-8815","JANA_(NAM)","Bhutan","As2d",2,3,"GJ-sbtrp","subtrop",928
"IRIS_313-8857","KAMNAM","Bhutan","As2d",2,3,"GJ-sbtrp","subtrop",937
"IRIS_313-8883","LOMPUG","Malaysia","As4",2,5,"GJ-adm","japx",946
"IRIS_313-8884","E_WAWNG","Thailand","As4",2,3,"GJ-sbtrp","subtrop",947
"IRIS_313-8894","LEKATAN","Malaysia","As4",2,4,"GJ-trp","trop",950
"IRIS_313-8955","LASAT_PUTIH","Malaysia","As4",2,4,"GJ-trp","trop",969
"IRIS_313-8998","SIGAE","Indonesia","As5",2,4,"GJ-trp","trop",986
"IRIS_313-8999","ARC_11430_B","India","As2e",2,3,"GJ-sbtrp","subtrop",987
"IRIS_313-9048","TSCHINANANGKA","Bhutan","As2d",2,3,"GJ-sbtrp","subtrop",998
"IRIS_313-9050","ANGKARONG","Malaysia","As4",2,4,"GJ-trp","trop",1000
"IRIS_313-9081","TAKAO_MOCHI","Japan","As7",2,5,"GJ-tmp","temp",1009
"IRIS_313-9123","LEUANG_GLIANG","Thailand","As4",2,3,"GJ-sbtrp","subtrop",1026
"IRIS_313-9176","ARC_11359","India","As2e",2,6,"GJ-adm","japx",1038
"IRIS_313-9201","ARC_6044","India","As2e",2,4,"GJ-trp","trop",1047
"IRIS_313-9228","HOKUSETSU","Japan","As7",2,5,"GJ-tmp","temp",1054
"IRIS_313-9233","CHUNG_YI","China","As6",2,5,"GJ-tmp","temp",1055
"IRIS_313-9301","KETAN_DONGGO","Indonesia","As5",2,2,"GJ-trp","trop",1077
"IRIS_313-9375","PULUTAN","Malaysia","As4",2,4,"GJ-trp","trop",1098
"IRIS_313-9379","HWANGJO","SouthKorea","As7",2,5,"GJ-tmp","temp",1099
"IRIS_313-9405","INGSA_BELANAK","Indonesia","As5",2,2,"GJ-trp","trop",1110
"IRIS_313-9470","SAHULO_FACHE_SOYO","Indonesia","As5",2,4,"GJ-trp","trop",1131
"IRIS_313-9529","DAGPA_BARA","Bhutan","As2d",2,3,"GJ-sbtrp","subtrop",1144
"IRIS_313-9558","LIMBAYAN","Malaysia","As4",2,4,"GJ-trp","trop",1152
"IRIS_313-9568","PAMPANGON_(H)","Malaysia","As4",2,4,"GJ-trp","trop",1156
"IRIS_313-9691","SIFARASI","Indonesia","As5",2,4,"GJ-trp","trop",1190
"IRIS_313-9698","JO_SANG_DAE_YA","NorthKorea","As7",2,5,"GJ-tmp","temp",1195
"IRIS_313-9724","AI_DA_ZHONG","China","As6",2,5,"GJ-tmp","temp",1205
"IRIS_313-9725","DA_DAO_TOU","China","As6",2,5,"GJ-tmp","temp",1206
"IRIS_313-9769","MURASAHITSUTSURI","Japan","As7",2,5,"GJ-tmp","temp",1216
"IRIS_313-9800","KAHEI","Japan","As7",2,4,"GJ-trp","trop",1227
"IRIS_313-9884","FUKUSHIMA_MOCHI_(GLUT)","Japan","As7",2,5,"GJ-tmp","temp",1247
"IRIS_313-9886","HUK_ZO","SouthKorea","As7",2,5,"GJ-tmp","temp",1248
"IRIS_313-9887","JEUK_DO","SouthKorea","As7",2,5,"GJ-tmp","temp",1249
"IRIS_313-9890","WA_BANG","SouthKorea","As7",2,5,"GJ-tmp","temp",1250
"IRIS_313-9891","YONG_AN_HUK","SouthKorea","As7",2,5,"GJ-tmp","temp",1251
"IRIS_313-9974","HEUKSANJO","SouthKorea","As7",2,5,"GJ-tmp","temp",1276
"IRIS_313-9996","SUWEON_295","SouthKorea","As7",2,5,"GJ-tmp","temp",1283
"IRIS_313-10059","DACHEONGBYEO","SouthKorea","As7",2,5,"GJ-tmp","temp",1309
"IRIS_313-10067","JEONBUKGUNGWEONNA","SouthKorea","As7",2,4,"GJ-trp","trop",1313
"IRIS_313-10073","OWARI_MOCHI","Japan","As7",2,4,"GJ-trp","trop",1315
"IRIS_313-10074","RIKU_AIKOKU","Japan","As7",2,4,"GJ-trp","trop",1316
"IRIS_313-10078","YOSHINO_MOCHI","Japan","As7",2,4,"GJ-trp","trop",1320
"IRIS_313-10080","HIRAKAWA_OKUTE","Japan","As7",2,4,"GJ-trp","trop",1322
"IRIS_313-10092","CHALBYEO","SouthKorea","As7",2,5,"GJ-tmp","temp",1327
"IRIS_313-10094","GAWICHAL","SouthKorea","As7",2,4,"GJ-trp","trop",1329
"IRIS_313-10096","JOKJEBICHAL","SouthKorea","As7",2,6,"GJ-adm","japx",1330
"IRIS_313-10097","MAEKJO","SouthKorea","As7",2,5,"GJ-tmp","temp",1331
"IRIS_313-10124","GALSAEGSSAL_SHAREI","SouthKorea","As7",2,5,"GJ-tmp","temp",1340
"IRIS_313-10228","HAN_NUO","China","As6",2,5,"GJ-tmp","temp",1369
"IRIS_313-10430","GINMASARI","Japan","As7",2,5,"GJ-tmp","temp",1444
"IRIS_313-10437","NORIN_21","Japan","As7",2,5,"GJ-tmp","temp",1446
"IRIS_313-10440","NAGKAYAT","Philippines","As5",2,5,"GJ-tmp","temp",1447
"IRIS_313-10453","LU_TAO_2","China","As6",2,6,"GJ-adm","japx",1454
"IRIS_313-10469","KINUGASAWASE","Japan","As7",2,5,"GJ-tmp","temp",1457
"IRIS_313-10559","FI_LAI_FENG","China","As6",2,5,"GJ-tmp","temp",1507
"IRIS_313-10564","250_KUNGANI_1","Japan","As7",2,5,"GJ-tmp","temp",1512
"IRIS_313-10567","AIKAWA_44","Japan","As7",2,5,"GJ-tmp","temp",1515
"IRIS_313-10568","OITA_MII_120","Japan","As7",2,5,"GJ-tmp","temp",1516
"IRIS_313-10569","BEN_KEI","Japan","As7",2,5,"GJ-tmp","temp",1517
"IRIS_313-10570","CHUSEI_HONEN","Japan","As7",2,5,"GJ-tmp","temp",1518
"IRIS_313-10577","IFUGAO_RICE","Philippines","As5",2,4,"GJ-trp","trop",1524
"IRIS_313-10578","PARAY_QIKUG_KABAYUH","Philippines","As5",2,4,"GJ-trp","trop",1525
"IRIS_313-10582","QINOGNAS","Philippines","As5",2,4,"GJ-trp","trop",1528
"IRIS_313-10631","SHINCHIKU_IKU_97","Taiwan","As6",2,5,"GJ-tmp","temp",1553
"IRIS_313-10642","SACHIKAZE","Japan","As7",2,5,"GJ-tmp","temp",1555
"IRIS_313-10656","NOK_KOD","Laos","As4",2,3,"GJ-sbtrp","subtrop",1566
"IRIS_313-10677","DEWAMINORI","Japan","As7",2,5,"GJ-tmp","temp",1582
"IRIS_313-10679","KHAI_DO","Laos","As4",2,3,"GJ-sbtrp","subtrop",1584
"IRIS_313-10689","SIKEP_BATU","Indonesia","As5",2,2,"GJ-trp","trop",1592
"IRIS_313-10693","SEREH","Indonesia","As5",2,2,"GJ-trp","trop",1595
"IRIS_313-10703","PADI_ADONG_DUMARAT","Malaysia","As4",2,4,"GJ-trp","trop",1604
"IRIS_313-10704","PADI_DARAWAL","Malaysia","As4",2,4,"GJ-trp","trop",1605
"IRIS_313-10722","GODAWEL","SriLanka","As2",2,4,"GJ-trp","trop",1620
"IRIS_313-10741","KETAN_PELERN","Indonesia","As5",2,2,"GJ-trp","trop",1639
"IRIS_313-10744","SIPON","Indonesia","As5",2,2,"GJ-trp","trop",1642
"IRIS_313-10759","ANDEL","Indonesia","As5",2,2,"GJ-trp","trop",1657
"IRIS_313-10761","BALIK_SEMAH","Indonesia","As5",2,2,"GJ-trp","trop",1659
"IRIS_313-10765","CERE_KAWAT","Indonesia","As5",2,2,"GJ-trp","trop",1661
"IRIS_313-10766","DJALAWARA","Indonesia","As5",2,2,"GJ-trp","trop",1662
"IRIS_313-10767","DJANGGOT","Indonesia","As5",2,2,"GJ-trp","trop",1663
"IRIS_313-10770","GANDAMANA","Indonesia","As5",2,2,"GJ-trp","trop",1666
"IRIS_313-10780","KETAN_LALER","Indonesia","As5",2,2,"GJ-trp","trop",1676
"IRIS_313-10781","KETAN_MLANTING","Indonesia","As5",2,2,"GJ-trp","trop",1677
"IRIS_313-10789","LENGGANG_GENUK_BULU","Indonesia","As5",2,2,"GJ-trp","trop",1685
"IRIS_313-10793","MELIK","Indonesia","As5",2,4,"GJ-trp","trop",1689
"IRIS_313-10794","MENDUNGAN","Indonesia","As5",2,4,"GJ-trp","trop",1690
"IRIS_313-10798","NOGO_BELE_2","Indonesia","As5",2,4,"GJ-trp","trop",1694
"IRIS_313-10801","PARE_BUWUN","Indonesia","As5",2,2,"GJ-trp","trop",1697
"IRIS_313-10802","PEUTEUJ","Indonesia","As5",2,2,"GJ-trp","trop",1698
"IRIS_313-10805","PULO","Indonesia","As5",2,2,"GJ-trp","trop",1701
"IRIS_313-10808","RANTE","Indonesia","As5",2,2,"GJ-trp","trop",1704
"IRIS_313-10815","SIDJANGGUK","Indonesia","As5",2,2,"GJ-trp","trop",1711
"IRIS_313-10827","BINARITOS","Philippines","As5",2,4,"GJ-trp","trop",1722
"IRIS_313-10828","IKOGAN","Philippines","As5",2,4,"GJ-trp","trop",1723
"IRIS_313-10831","MALANDI_2","Philippines","As5",2,4,"GJ-trp","trop",1726
"IRIS_313-10837","BACK_KYUNG_ZO","SouthKorea","As7",2,5,"GJ-tmp","temp",1732
"IRIS_313-10838","SSAL_BYEO","SouthKorea","As7",2,5,"GJ-tmp","temp",1733
"IRIS_313-10839","TAE_GU_NA","SouthKorea","As7",2,5,"GJ-tmp","temp",1734
"IRIS_313-10840","YE_ZO","SouthKorea","As7",2,5,"GJ-tmp","temp",1735
"IRIS_313-10848","ARC_6188","India","As2e",2,3,"GJ-sbtrp","subtrop",1741
"IRIS_313-10853","ARC_10028","India","As2e",2,6,"GJ-adm","japx",1746
"IRIS_313-10862","ARC_11281","India","As2e",2,6,"GJ-adm","japx",1754
"IRIS_313-10865","ARC_11424","India","As2e",2,3,"GJ-sbtrp","subtrop",1757
"IRIS_313-10866","ARC_11478","India","As2e",2,3,"GJ-sbtrp","subtrop",1758
"IRIS_313-10867","ARC_11538","India","As2e",2,3,"GJ-sbtrp","subtrop",1759
"IRIS_313-10870","ARC_11768","India","As2e",2,3,"GJ-sbtrp","subtrop",1762
"IRIS_313-10874","ARC_11946","India","As2e",2,3,"GJ-sbtrp","subtrop",1766
"IRIS_313-10884","ARC_12493","India","As2e",2,3,"GJ-sbtrp","subtrop",1776
"IRIS_313-10886","ARC_12655","India","As2e",2,3,"GJ-sbtrp","subtrop",1778
"IRIS_313-10888","ARC_12726","India","As2e",2,3,"GJ-sbtrp","subtrop",1780
"IRIS_313-10889","ARC_12730","India","As2e",2,3,"GJ-sbtrp","subtrop",1781
"IRIS_313-10890","ARC_12861","India","As2e",2,3,"GJ-sbtrp","subtrop",1782
"IRIS_313-10893","ARC_13156","India","As2e",2,3,"GJ-sbtrp","subtrop",1785
"IRIS_313-10895","ARC_13257","India","As2e",2,3,"GJ-sbtrp","subtrop",1787
"IRIS_313-10916","SRAU_SLAP","Cambodia","As4",2,5,"GJ-tmp","temp",1807
"IRIS_313-10922","R_258","Laos","As4",2,3,"GJ-sbtrp","subtrop",1813
"IRIS_313-10923","CHABLI_CHABOL_GLANG","Thailand","As4",2,3,"GJ-sbtrp","subtrop",1814
"IRIS_313-10946","MANGGE","Indonesia","As5",2,4,"GJ-trp","trop",1836
"IRIS_313-10949","TEKALAK","Indonesia","As5",2,4,"GJ-trp","trop",1839
"IRIS_313-10959","SITABO_TABO","Indonesia","As5",2,4,"GJ-trp","trop",1849
"IRIS_313-10960","SUNGKAI","Indonesia","As5",2,4,"GJ-trp","trop",1850
"IRIS_313-10994","PANGETAN","Philippines","As5",2,2,"GJ-trp","trop",1884
"IRIS_313-10999","LANDEO","Indonesia","As5",2,4,"GJ-trp","trop",1889
"IRIS_313-11007","PULUT_BONGO","Indonesia","As5",2,2,"GJ-trp","trop",1896
"IRIS_313-11008","PULUT_CENRANA","Indonesia","As5",2,6,"GJ-trp","trop",1897
"IRIS_313-11009","PULUT_HALAPA","Indonesia","As5",2,4,"GJ-trp","trop",1898
"IRIS_313-11044","BUKU","Malaysia","As4",2,6,"GJ-trp","trop",1933
"IRIS_313-11045","ENGKABANG","Malaysia","As4",2,4,"GJ-trp","trop",1934
"IRIS_313-11073","KHAO_DAM","Laos","As4",2,3,"GJ-sbtrp","subtrop",1962
"IRIS_313-11075","KHAO_NAM_YEN","Laos","As4",2,6,"GJ-adm","japx",1964
"IRIS_313-11077","LAI_HANG_HMA","Laos","As4",2,3,"GJ-sbtrp","subtrop",1966
"IRIS_313-11094","MAK_BOUAP","Laos","As4",2,3,"GJ-sbtrp","subtrop",1983
"IRIS_313-11183","KETAN_LEMBAYUNGAN","Indonesia","As5",2,4,"GJ-trp","trop",2072
"IRIS_313-11311","CICIH_KAPUK","Indonesia","As5",2,2,"GJ-trp","trop",2193
"IRIS_313-11328","PADI_BURIH","Malaysia","As4",2,4,"GJ-trp","trop",2210
"IRIS_313-11329","PADI_JALAI_BELA","Malaysia","As4",2,4,"GJ-trp","trop",2211
"IRIS_313-11337","LAWA_AN","Philippines","As5",2,4,"GJ-trp","trop",2217
"IRIS_313-11464","CARAWI","Philippines","As5",2,4,"GJ-trp","trop",2335
"IRIS_313-11473","KINTOMAN_(TOD_DOY)","Philippines","As5",2,4,"GJ-trp","trop",2340
"IRIS_313-11494","IC_25690","India","As2a",2,3,"GJ-sbtrp","subtrop",2358
"IRIS_313-11495","ANENOE","Indonesia","As5",2,4,"GJ-trp","trop",2359
"IRIS_313-11496","BALU_PRIA","Indonesia","As5",2,2,"GJ-trp","trop",2360
"IRIS_313-11511","WAGASAN_(RED)","Philippines","As5",2,4,"GJ-trp","trop",2371
"IRIS_313-11522","XINTUAN_HEI_GU","China","As6",2,5,"GJ-adm","japx",2378
"IRIS_313-11571","BAI_MANG_AI_ZHONG","China","As6",2,5,"GJ-tmp","temp",2417
"IRIS_313-11574","HEI_TOU_HONG","China","As6",2,5,"GJ-tmp","temp",2420
"IRIS_313-11575","HONG_PI_NUO","China","As6",2,5,"GJ-tmp","temp",2421
"IRIS_313-11582","WAN_GENG_BAI_DAO_TOU","China","As6",2,5,"GJ-tmp","temp",2427
"IRIS_313-11611","YAH_YAW","Thailand","As4",2,4,"GJ-trp","trop",2448
"IRIS_313-11623","KAO_SONG_HAI","China","As6",2,3,"GJ-sbtrp","subtrop",2457
"IRIS_313-11651","FEI_ZHAO_12","China","As6",2,5,"GJ-tmp","temp",2480
"IRIS_313-11652","GONG_SHE_9","China","As6",2,5,"GJ-tmp","temp",2481
"IRIS_313-11653","MA_SHE_8","China","As6",2,5,"GJ-tmp","temp",2482
"IRIS_313-11654","PL_3165","China","As6",2,5,"GJ-tmp","temp",2483
"IRIS_313-11655","SI_WAN_14","China","As6",2,5,"GJ-tmp","temp",2484
"IRIS_313-11661","91-382","Bhutan","As2d",2,5,"GJ-tmp","temp",2490
"IRIS_313-11672","RAI_MANULA","Nepal","As2b",2,5,"GJ-tmp","temp",2499
"IRIS_313-11673","BURI_BURING","Philippines","As5",2,4,"GJ-trp","trop",2500
"IRIS_313-11689","DECHANGBYEO","SouthKorea","As7",2,5,"GJ-tmp","temp",2515
"IRIS_313-11691","SHANGYIPA","Bhutan","As2d",2,3,"GJ-sbtrp","subtrop",2517
"IRIS_313-11736","MALAGKIT_(PINELIPE)","Philippines","As5",2,4,"GJ-trp","trop",2555
